Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1358218961,DXN8379,NY,PAS,01/30/2017,20,SUBN,TOYOT,P,0,27210,0,20150820,105,105,105,928725,0105,0000,1124A,,Q,F,,N.CONDUCT AVE,246 ST,0,408,D,,BBBBBBB,ALL,ALL,GOLD,0,2004,-,0,,,,,
1363107872,DLJ3481,NY,PAS,01/31/2017,85,SUBN,FORD,P,24515,40404,40404,20151227,0048,48,48,939483,0048,0000,0925P,,BX,O,1102,DEVOE AVE,,0,408,K1,,BBBBBBB,ALL,ALL,RD,0,2006,-,0,,,,,
1359073474,FHT9987,NY,PAS,02/01/2017,71,SDN,MAZDA,P,18290,18890,18890,20150204,102,102,102,952298,0102,0000,0827A,,Q,F,9603,91 AVE,,0,408,E2,,BBBBBBB,0  :,0  :,GREEN,0,2003,-,0,,,,,
1358524270,Y59CMB,NJ,PAS,02/03/2017,98,SUBN,TOYOT,P,20340,8440,8590,0,115,115,115,947635,0115,0000,0252P,,Q,F,34-25,109 ST,,0,408,F2,,BBBBBBB,0  :,0  :,GRAY,0,0,-,0,,,,,
1358954975,GFM5915,NY,PAS,02/04/2017,14,SDN,TOYOT,P,67030,68930,31830,20150404,0071,71,401,927583,0401,0000,0430P,,K,O,622,NOSTRAND AVE,,0,408,C4,,BBBBBBB,0400P,0700P,GY,0,0,-,0,,,,,
1362778047,T517867C,NY,SRF,02/05/2017,46,SDN,LINCO,P,37290,15640,15790,20140228,110,110,110,941119,0110,0000,1023A,,Q,O,74-02,BROADWAY,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2005,-,0,,,,,
1366492274,75142MB,NY,COM,02/06/2017,46,TRLR,FRUEH,P,57790,16590,16740,0,115,115,115,939399,0115,0000,1250P,,Q,O,80-11,NORTHERN BLVD,,0,408,C3,,YBBBBBB,ALL,ALL,BR,0,2012,-,0,,,,,
1366389761,12280JU,NY,COM,02/07/2017,45,VAN,FORD,P,35550,44990,29690,20150331,0024,24,249,896913,0249,0000,1137A,,NY,F,309,W 89 ST,,0,408,E1,,BBBBBBB,ALL,ALL,BLACK,0,1990,-,0,,,,,
1360479806,ESL5951,NY,PAS,02/07/2017,71,SDN,TOYOT,X,15920,15720,65620,20150511,0040,40,40,950914,0040,0000,1110P,,BX,F,147,BRUCKNER BLVD,,0,408,D,,BBBBBBB,ALL,ALL,RD,0,1996,-,0,,,,,
1365071534,32355KA,NY,COM,02/07/2017,14,VAN,FORD,P,94230,28430,49630,20150331,0076,76,76,937290,0076,0000,1150P,,K,F,46,WOODHULL ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2003,-,0,,,,,
1359014299,XBAZ42,NJ,PAS,02/07/2017,14,VAN,CHEVR,P,34690,13610,10810,0,0018,18,161,955670,0161,0000,0519P,,NY,F,235,W 46 ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1360573318,FPJ2750,NY,PAS,02/08/2017,20,SDN,NISSA,P,12220,14620,10020,20140727,0052,52,163,953769,0163,0000,0128A,,BX,O,278,BEDFORD PARK BLVD,,0,408,J3,,BBBBBBB,ALL,ALL,BLK,0,2004,-,0,,,,,
1365467582,GGF6937,NY,PAS,02/08/2017,14,SUBN,FORD,X,25020,10910,33390,20150718,0006,6,6,938970,0006,0000,0126A,,NY,F,21,LITTLE WEST 12 ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1360561857,FZB2728,NY,PAS,02/10/2017,14,SUBN,CHEVR,P,0,0,0,20140619,0052,52,163,955089,0163,0000,0847P,,BX,,,C/O  CRESTON AVE,E 193 ST,0,408,J3,,BBBBBBB,0  :,0  :,BLK,0,2010,-,0,,,,,
1366589774,30659MA,NY,COM,02/11/2017,14,VAN,FORD,P,34650,10610,30550,0,0014,14,14,970548,0014,0000,0418P,,NY,I,226,W 44 ST,,0,408,C,,BBBBBBB,ALL,ALL,WH,0,2010,-,0,,,,,
1360479089,49719JG,NY,COM,02/11/2017,14,VAN,,P,25900,13590,27120,0,0001,1,6,927168,0006,0000,0504P,,NY,F,1-15,MARKETFIELD ST,,0,408,E1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1356078989,BKB1180,NC,PAS,02/11/2017,19,SDN,CHEVR,P,76850,38420,70620,0,0046,46,46,938411,0046,0000,0141A,,BX,O,128,W TREMONT AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BRO,0,0,-,0,,,,,
1363069810,737YWZ,CT,PAS,02/11/2017,74,SUBN,ME/BE,P,52020,9320,12550,0,0049,49,49,938368,0049,0000,0057A,,BX,O,2932,MORGAN AVE,,0,408,F2,,BBBBBBB,0  :,0  :,WH,0,0,-,0,,,,,
1340953171,GGM2465,NY,PAS,02/11/2017,17,SUBN,FORD,B,0,40404,40404,20140211,0010,10,0,44679,0000,0000,0350A,0348P,NY,,,WEST 30TH AVE,,0,408,E1,,BBBBBBB,0  :,0  :,GREEN,0,0,-,0,,,,,
1359010683,39251MB,99,COM,02/14/2017,46,VAN,GMC,P,34630,10610,10810,0,0014,14,161,955688,0161,0000,0817P,,NY,O,255,WEST 43RD STREET,,0,408,E2,,BBBBBBB,0  :,0  :,WHITE,0,1995,-,0,,,,,
1363114451,WINZER3,NY,COM,02/16/2017,78,VAN,NISSA,P,27090,23220,72320,20140731,0048,48,48,947775,0048,0000,0857P,,BX,F,950,E 181,,0,408,F1,,BBBBBBB,0  :,0  :,WHITE,0,2012,-,0,,,,,
1365427195,R947KC,CT,PAS,02/16/2017,98,SUBN,CHEVR,X,10390,7240,7540,20150606,114,114,114,952703,0114,0000,0840A,,,F,25-27,46 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,SL,0,1998,-,0,,,,,
1360998597,VPJ33H,NJ,PAS,02/16/2017,60,SUBN,HONDA,P,32620,17830,17850,0,0017,17,17,937051,0017,0000,0343A,,NY,O,45,TUDOR CITY PL,,0,408,E2,,BBBBBBB,0  :P,ALL,GR,0,0,-,0,,,,,
1366912342,77959JY,NY,COM,02/18/2017,46,VAN,WORKH,P,24890,18910,18930,0,0023,23,23,945266,0023,0000,1100A,,NY,O,1513,LEXINGTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,2008,-,0,,,,,
1360980763,18656MA,NY,COM,02/18/2017,16,VAN,FORD,P,0,40404,40404,20150131,0017,17,17,930346,0017,0000,0405P,,NY,O,353,E 52 ND ST,,0,408,K2,,BBBBBBB,0800A,0700P,WH,0,2007,-,0,,,,,
1367200738,45839MC,NY,COM,02/18/2017,19,VAN,FRUEH,P,35250,15710,11710,20140630,0020,20,20,920567,0020,0000,0108P,,NY,F,175,W 74 ST,,0,408,C4,,YBBBBBB,ALL,ALL,WH,0,2012,-,0,,,,,
1359205159,55078MD,NY,COM,02/18/2017,46,DELV,ISUZU,P,42730,18630,12930,20150531,0079,79,165,955666,0165,0000,0620P,,K,F,1204,FULTON ST,,0,408,K4,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,
1366077076,ZDW7150,PA,PAS,02/20/2017,78,DELV,CHEVR,P,13810,29590,11910,0,0007,7,1,946708,0001,0000,0126A,,NY,O,154,BROOME ST,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1365423517,7E63J,NY,SRF,02/20/2017,20,TAXI,FORD,P,64290,28790,7240,20140831,114,114,114,935842,0114,0000,1158P,,Q,F,24-14,STEINWAY ST,,0,408,E5,,BBBBBBB,0  :,0  :,YELL,0,2011,-,0,,,,,
1366433701,934AF,FL,PAS,02/21/2017,40,SUBN,FRUEH,P,36250,24690,10610,0,0028,28,28,916669,0028,0000,0720A,,NY,F,101,W 124 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BN,0,0,-,0,,,,,
1359028183,13658MD,NY,COM,02/21/2017,45,DELV,KEWO,P,0,40404,40404,20140331,0014,14,14,950049,0014,0000,1115A,,NY,F,1,PENN PL,,0,408,E1,,BBBBBBB,0  :,0  :,RED,0,2013,-,0,,,,,
1365628644,TJV2186,CA,PAS,02/23/2017,80,TRAI,,P,41730,38180,38182,0,0069,69,69,930825,0069,0000,0815A,,K,F,9909,FOSTER AVE,,0,408,E2,,BBBBBBB,0  :,0  :,RED,0,0,-,0,,,,,
1354285499,55002MB,99,COM,02/24/2017,46,DELV,FRUEH,P,36090,26590,11710,0,0026,26,26,942874,0026,0000,0119P,1212P,NY,O,430,W 116TH ST,,20140224,408,F1,,BBBBBBB,0  :,0  :,BROWN,0,0,-,0,,,,,
1353774880,729XZN,99,PAS,02/24/2017,21,SUBN,ISUZU,T,5780,43130,5080,0,0078,78,110,353078,T110,0000,0740A,,K,F,164,7TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,YELLO,0,0,-,0,,,,,
1366489172,14658JZ,NY,COM,02/26/2017,46,DELV,MITSU,P,8790,16490,16590,20141130,115,115,115,925757,0115,0000,1151A,,Q,F,79-05,37 AVE,,0,408,F1,,BBBBBBB,0  :,0  :,WHITE,0,1998,-,0,,,,,
1366489147,2SX854,OK,PAS,02/26/2017,19,DELV,MERCU,P,0,40404,40404,0,115,115,115,925757,0115,0000,1108A,,Q,O,35-38,103,,0,408,F1,,BBBBBBB,0  :,0  :,WHITE,0,0,-,0,,,,,
1366489123,66155JW,NY,COM,02/26/2017,46,DELV,MITSU,P,8590,18840,51790,20150403,115,115,115,925757,0115,0000,1043A,,Q,O,95-02,35 AVE,,0,408,F1,,BBBBBBB,0  :,0  :,WHITE,0,0,-,0,,,,,
1363189633,EKF6703,NY,PAS,02/27/2017,14,SDN,NISSA,P,23295,26690,39715,20140812,122,122,122,943027,0122,0000,1246P,,R,O,225,CLEVELAND AVE,,0,408,C,,BBBBBBB,0  :,0  :,WH,0,2009,-,0,,,,,
1359092651,DRH8246,NY,PAS,02/28/2017,46,SUBN,FORD,P,5590,40404,40404,20140605,102,102,102,932308,0102,0000,0218P,,Q,F,107 18,10 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,1970,-,0,,,,,
1347895206,GLH9447,NY,PAS,02/28/2017,21,SDN,LEXUS,S,50830,56230,38130,20140410,0073,73,0,527661,KN16,0000,1219P,,K,F,1109,THOMAS BOYLAND ST,,0,408,D1,,BYBBYBB,1130A,0100P,BLACK,0,2007,-,0,,,,,
1360999220,94473PA,NY,PAS,03/03/2017,70,DELV,MERCU,P,0,0,0,20140530,0017,17,17,943801,0017,0000,1110A,,NY,,,C/O E 51,LEX,0,408,F1,,BBBBBBB,0  :P,0  :P,WHT,0,2007,-,0,,,,,
1362538735,XALN82,NJ,PAS,03/04/2017,40,TRLR,ME/BE,P,74660,42820,23520,0,0046,46,163,953874,0163,0000,1055P,,BX,F,1,WEST 182ND ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1347951386,FSN125,VT,PAS,03/05/2017,14,SDN,BMW,S,13430,67047,41930,0,0079,79,0,520309,KN08,0000,0600P,,K,F,1073,ATLANTIC AVE,,0,408,K4,,YYYYYYB,ALL,ALL,BLACK,0,0,-,0,,,,,
1347815247,EWC9985,NY,PAS,03/05/2017,98,SDN,TOYOT,P,16290,14240,14390,20141210,104,104,109,951221,0109,0000,0848P,,Q,F,68-12,78 ST,,0,408,J6,,BBBBBBB,ALL,ALL,RD,0,2007,-,0,,,,,
1306852160,DRB2643,NY,PAS,03/05/2017,21,SUBN,NISSA,S,0,0,0,20140516,109,109,0,550105,QE07,0000,1135A,,Q,F,142-08,QUNICE AVE,,0,408,D1,,BBBBYBB,1100A,1230P,GRAY,0,2006,-,0,,,,,
1364405891,FZX5602,NY,PAS,03/06/2017,46,SDN,NISSA,P,56030,73690,67030,20140717,0077,77,165,953901,0165,0000,1045A,,K,F,782,LINCOLN PL,,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,1997,-,0,,,,,
1366442350,25GY39,99,MOT,03/07/2017,74,,VESPA,P,18470,27790,24890,20140430,0019,19,19,948051,0019,0000,1140A,,NY,F,135,E 74 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2007,-,0,,,,,
1359085786,FWE5167,NY,PAS,03/09/2017,19,SDN,HONDA,P,51090,21390,21490,20151001,102,102,102,917918,0102,0000,0151A,,Q,F,121-17,JAMAICA AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BL,0,2014,-,0,,,,,
1361388882,FJA1087,NY,PAS,03/11/2017,19,SUBN,TOYOT,P,90730,64230,67047,20150123,0060,60,60,947899,0060,0000,0647P,,K,O,2940,WEST 5 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
1366340218,41825JX,NY,COM,03/11/2017,46,DELV,WORKH,P,61390,45790,54580,20141031,109,109,109,932677,0109,0000,0548P,,Q,F,133-17,SANFORD AVE,,0,408,E5,,BBBBBBB,ALL,ALL,BROWN,0,2007,-,0,,,,,
1367488199,EPH9209,NY,PAS,03/12/2017,46,SUBN,ME/BE,P,67530,14630,14680,0,0061,61,61,929395,0061,0000,0931A,,K,F,2579,OCEAN AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,,,,,
1367016848,GEJ7332,NY,PAS,03/12/2017,20,SDN,HONDA,P,11800,73135,85630,20150226,0084,84,84,921326,0084,0000,0416P,,K,F,195,ADAMS ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2009,-,0,,,,,
1362906980,21AR6A,MO,PAS,03/13/2017,78,TRUC,FRUEH,S,0,0,0,0,0047,47,0,558232,BX12,0000,0122A,,BX,F,,R/S OF WEBSTER AVE,E 233 E GUNHILL RD,0,408,K6,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1360655207,GDX9458,NY,PAS,03/13/2017,21,SDN,HYUND,S,70330,41030,87250,20150323,0075,75,0,981221,BK05,0000,1139A,,K,F,1170,PENNSYLVANIA AVE,,0,408,D1,,YBBYBBB,1100A,1230P,MAROO,0,2007,-,0,,,,,
1366950628,96167MA,NY,COM,03/14/2017,46,VAN,FRUEH,P,10210,19430,19450,20141031,0025,25,25,938331,0025,0000,0423P,,NY,F,2283,3 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,2012,-,0,,,,,
1360982267,63061JM,NY,COM,03/14/2017,14,DELV,GMC,P,17850,10210,10110,0,0017,17,17,949844,0017,0000,0409P,,NY,F,212,E 43 ST,,0,408,K2,,BBBBBBB,ALL,ALL,BROWN,0,1988,-,0,,,,,
1366128140,96106JM,NY,COM,03/14/2017,46,VAN,,P,0,40404,40404,0,0019,19,406,907102,0406,0000,0955A,,NY,F,1076,MADISON,,0,408,F1,,BBBBBBB,0  :,0  :,BN,0,0,-,0,,,,,
1367685679,DHP7570,NY,PAS,03/15/2017,40,SUBN,ME/BE,P,10010,18610,18630,20150630,0019,19,19,948458,0019,0000,0809P,,NY,F,1570,1ST AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2012,-,7,,,,,
1358631920,AGU2607,NY,PAS,03/15/2017,24,SUBN,CHRYS,P,24570,10320,67520,20150608,0045,45,804,0,0804,0000,0804P,,BX,F,2755,DEWEY AV,,0,408,D1,,BBBBBBB,0  :,0  :,GRAY,0,2002,-,0,,,,,
1358505019,GED8671,NY,SRF,03/15/2017,21,SUBN,JEEP,S,58190,14490,14740,20150411,104,104,0,515350,QW05,0000,0740A,,Q,O,929,ONDERDONK AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2005,-,0,,,,,
1366350522,6112724,NY,PAS,03/15/2017,83,SUBN,GMC,P,6590,22940,58590,20151103,109,109,109,951707,0109,0000,0114A,,Q,F,144-01,21 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,TAN,0,2006,-,0,,,,,
1364842592,EVM7761,NY,PAS,03/16/2017,98,SDN,NISSA,P,93830,73690,67030,20151117,0071,71,71,928283,0071,0000,0655P,,K,F,227,WINTHROP ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1360043550,FJP7551,NY,PAS,03/16/2017,27,SDN,CHEVR,P,13430,19430,49930,20140930,0075,75,165,953453,0165,0000,1217A,,K,F,3101,ATLANTIC AVE,,0,408,F1,,BBBBBBB,0  :,0  :,BLK,0,2014,-,0,,,,,
1367398733,GAA1788,NY,PAS,03/16/2017,19,SDN,HONDA,P,14280,37080,37130,20140607,0063,63,63,940027,0063,0000,1100A,,K,F,5201,AVE N,,0,408,C,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,
1367690810,EUM7089,NY,PAS,03/17/2017,45,WHT,GMC,P,0,40404,40404,0,0024,24,24,929184,0024,0000,1140A,,,O,639,WESTEND AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WHT,0,2009,-,0,,,,,
1367204057,63540JM,NY,COM,03/17/2017,45,VAN,GMC,P,35210,14510,15710,0,0020,20,20,920567,0020,0000,1044A,,NY,F,44,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0,1990,-,0,,,,,
1365936107,GJP3618,NY,PAS,03/17/2017,14,SDN,TOYOT,P,27480,70720,14620,20160204,0052,52,163,955362,0163,0000,1016P,,BX,O,240,E 194 STREET,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,1997,-,0,,,,,
1365936090,34ZN50,MA,PAS,03/17/2017,14,SDN,HYUND,P,27480,14620,10020,0,0052,52,163,955362,0163,0000,1014P,,BX,F,269,E 194 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1361926752,BRSR89,FL,PAS,03/18/2017,21,SDN,ROVER,S,13430,17680,17730,0,0060,60,0,516215,KS13,0000,1200P,,K,F,4311,ATLANTIC AVE,,0,408,D1,,BYBBBBB,1130A,0100P,WHITE,0,0,-,0,,,,,
1323304101,YTV21D,NJ,PAS,03/18/2017,40,SUBN,HONDA,P,20640,21690,13810,0,0005,5,5,899650,0005,0000,0230P,,NY,O,104,FORSYTH,,0,408,E1,,BBBBBBB,ALL,ALL,Y,0,0,-,0,,,,,
1363218438,62985JM,NY,COM,03/19/2017,38,DELV,GMC,P,0,0,0,0,0014,14,420,915547,0420,0000,1110A,,NY,,,N/E C/O 39 ST,7TH AVE,0,408,I3,,BBBBBBB,ALL,ALL,BN,0,1996,-,0,,,,,
1348837755,GME4702,NY,PAS,03/20/2017,46,SDN,HONDA,P,26130,21520,50320,20151220,0040,40,40,949218,0040,0000,0217P,,BX,F,371,E 149 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2011,-,0,,,,,
1361062186,GBL6011,NY,PAS,03/21/2017,40,SUBN,HONDA,P,14980,50830,73470,20141004,0073,73,73,942021,0073,0000,0204A,,K,F,629,BAINBRIDGE ST,,0,408,J3,,BBBBBBB,ALL,ALL,BK,0,2007,-,3,,,,,
1367102807,BCV1966,NY,PAS,03/24/2017,19,SUBN,TOYOT,P,5880,9330,9380,20160108,0066,66,66,941386,0066,0000,0304P,,K,O,5501,8 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,2002,-,0,,,,,
1366067526,15852MC,NY,COM,03/26/2017,20,VAN,CHEVR,P,26390,26440,21390,0,0007,7,7,935828,0007,0000,1043A,,NY,F,200,MONROE ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1367212881,GMZ8405,NY,PAS,03/26/2017,67,SUBN,AUDI,X,0,0,0,20160213,0030,30,30,948973,0030,0000,0927A,,NY,,,N/W C/O 132 ST,BRADHURST,0,408,F7,,BBBBBBB,ALL,ALL,BLK,0,2007,-,0,,,,,
1364708735,42037JM,NY,COM,03/26/2017,46,SUBN,,P,15780,16880,16930,0,0062,62,62,936339,0062,0000,0200P,,K,F,2328,BATH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHI,0,0,-,0,,,,,
1367977241,40801855,DE,PAS,03/27/2017,18,,FORD,P,13610,27050,32940,0,0001,1,406,907102,0406,0000,1104A,,NY,F,253,BWAY,,0,408,F4,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1367954186,0072QYD,DP,PAS,03/28/2017,74,SUBN,TOYOT,P,18130,10010,32080,0,,0,401,916949,0401,0000,0925A,,NY,F,413,E 57 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1367977289,2208638,IN,PAS,03/28/2017,18,DELV,,P,34610,10610,10810,0,0014,14,406,907102,0406,0000,0930A,,NY,O,251,W 42 ST,,0,408,C3,,YYYYYBB,0700A,1000A,WH,0,0,-,0,,,,,
1366159020,17744MD,NY,COM,03/28/2017,46,DELV,PETER,P,10110,40404,40404,20150228,0017,17,17,935329,0017,0000,0935A,,NY,,E 48 ST,2ND AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,,,
1360984203,CBDL95,FL,PAS,03/29/2017,40,SUBN,BMW,P,18070,10110,10010,0,0017,17,17,929572,0017,0000,0540A,,NY,F,311,E 54 STREET,,0,408,C,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1365905895,2912453,99,PAS,03/30/2017,67,SDN,NISSA,P,36420,27810,65720,0,0052,52,52,939733,0052,0000,0755A,,BX,F,3175,GRAND CONCOURSE,,0,408,J3,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1362595548,ESF1071,NY,PAS,04/02/2017,71,SDN,MERCU,P,11510,23800,78040,20150427,0045,45,49,0,0049,0000,1000A,,BX,O,49,BAY ST,,0,408,J2,,BBBBBBB,0  :,0  :,BLK,0,2003,-,0,,,,,
1359550628,GEJ2296,NY,PAS,04/02/2017,71,SUBN,CHEVR,P,70120,75320,75350,20150327,0050,50,138,931603,0138,0000,0112P,,BX,F,6157,TYNDALL AVE,,0,408,J6,,BBBBBBB,0  :,0  :,BK,0,2007,-,0,,,,,
1367047821,FXX8210,NY,PAS,04/03/2017,71,SUBN,TOYOT,P,0,0,0,20170809,0067,67,164,954688,0164,0000,0103A,,K,F,,F/O LINDEN BLVD,E 96 ST,0,408,C,,BBBBBBB,ALL,ALL,GREEN,0,2001,-,0,,,,,
1364454208,EAX5396,NY,PAS,04/03/2017,71,SDN,CADIL,P,24140,13540,35780,20150827,107,107,107,941520,0107,0000,0155A,,Q,F,65-44,162 ST,,0,408,F7,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1366576184,AN115N,NJ,PAS,04/04/2017,46,DELV,HINO,X,10910,34450,34470,0,0014,14,14,951440,0014,0000,1040A,,NY,F,440,9TH AVE,,0,408,I3,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1358573402,FLP3653,NY,PAS,04/04/2017,46,SDN,ME/BE,P,10810,31190,36210,20150417,0028,28,28,925506,0028,0000,0135P,,NY,F,2264,8 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1334614763,05084,DE,PAS,04/07/2017,21,SDN,VOLVO,S,8140,7990,37290,0,114,114,0,958434,QW01,0000,0930A,,Q,F,31-14,31 STREET,,0,408,D1,,YBBYBBB,0830A,1000A,RED,0,0,-,0,,,,,
1360803658,22524MA,NY,COM,04/07/2017,20,DELV,FORD,P,26990,24190,30790,20141031,0005,5,5,951749,0005,0000,0416P,,NY,F,209,MULBERRY STREET,,0,408,C,,YYYYBBB,0800A,0600P,WHITE,0,2009,-,0,,,,,
1367972103,66118JW,NY,COM,04/08/2017,18,VAN,,P,34450,10610,10810,0,0014,14,406,907102,0406,0000,1049A,,NY,F,225,W 34 ST,,0,408,F4,,YYYYYBB,0700A,0700P,BR,0,0,-,0,,,,,
1362611360,EXW3578,NY,PAS,04/08/2017,74,SUBN,HONDA,P,65440,55320,66420,20160121,0045,45,45,948492,0045,0000,0743P,,BX,O,3190,SPENCER DRIVE,,0,408,D,,BBBBBBB,0  :,0  :,GRY,0,2001,-,0,,,,,
1367972085,75475MC,NY,COM,04/08/2017,46,VAN,MITSU,P,24890,17890,17910,20151231,0017,17,406,907102,0406,0000,1025A,,NY,F,473,LEXINGTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,OR,0,0,-,0,,,,,
1370173684,EUK6342,NY,PAS,04/09/2017,21,SDN,TOYOT,S,0,40404,40404,20150924,0076,76,0,535047,KS06,0000,0745A,0745A,K,F,505,COURT,,0,408,D1,,YYYYYYB,0730A,0800A,BLUE,0,2009,-,0,,,,,
1367984853,0028GED,DP,PAS,04/09/2017,64,SUBN,AUDI,P,17950,10010,10020,0,0017,17,401,916947,0401,0000,1128A,,NY,O,400,E 48 ST,,0,408,C8,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1367984816,63626JM,NY,COM,04/09/2017,64,DELV,GMC,P,34710,13610,10810,0,0017,17,401,916949,0401,0000,1105A,,NY,F,210,W 47 ST,,0,408,I3,,BBBBBBB,ALL,ALL,BR,0,0,-,0,,,,,
1367989759,3510872,99,PAS,04/09/2017,19,VAN,,P,10510,34390,34410,0,0017,17,406,907102,0406,0000,1140A,,NY,F,876,6 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1367989796,1510320,99,PAS,04/10/2017,19,,,P,13610,11750,12520,0,0001,1,406,907102,0406,0000,1020A,,NY,F,225,BWAY,,0,408,C3,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1362802827,FWY7465,NY,PAS,04/10/2017,40,SDN,HONDA,P,52690,42090,38390,20160118,110,110,110,946794,0110,0000,0836A,,Q,F,93-07,LAMONT AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,3,,,,,
1367989760,6510443,GA,PAS,04/10/2017,19,VAN,,P,13610,32900,25010,0,0001,1,406,907102,0406,0000,1015A,,NY,,402,BWAY,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1363260431,XV843M,NY,COM,04/10/2017,19,VAN,,P,0,40404,40404,0,0001,1,406,907102,0406,0000,1025A,,NY,F,15,TRINITY,,0,408,C3,,BBBBBBB,ALL,ALL,TN,0,1995,-,0,,,,,
1359559516,GCP7953,NY,PAS,04/11/2017,99,SUBN,CHRYS,X,0,0,0,20141011,0030,30,982,600122,0982,0000,0917P,,NY,F,145,INSIDE RB STATE PARK,,0,408,99,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1367890160,DUK8945,NY,PAS,04/12/2017,21,SDN,BMW,S,5580,8630,8680,20141206,0072,72,0,921836,KS07,0000,0741A,,K,F,4122,5TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,GRAY,0,1997,-,0,,,,,
1363262051,0110NQD,DP,PAS,04/15/2017,64,SDN,TOYOT,P,17850,10210,10110,20141231,0017,17,401,916949,0401,0000,0956A,,NY,F,232,E 43 ST,,0,408,C8,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1365964267,61667MD,NY,COM,04/15/2017,20,VAN,DODGE,P,21730,30790,29290,20150930,0001,1,1,951815,0001,0000,0515P,,NY,F,112,GREENE ST,,0,408,C,,YYYYYBB,0800A,0600P,SILVE,0,2004,-,0,,,,,
